name,year,count
Tcl,2017,147
Racket,2017,144
Objective-J,2017,134
BitBake,2017,131
SaltStack,2017,125
AutoIt,2017,125
ASP,2017,123
Forth,2017,119
Verilog,2017,119
Ren'Py,2017,107
Coq,2017,107
Xtend,2017,107
Processing,2017,105
JavaScript,2018,243302
Python,2018,158455
Java,2018,131440
TypeScript,2018,85455
C++,2018,78216
PHP,2018,78024
Go,2018,70653
C#,2018,57600
C,2018,36018
Ruby,2018,34226
HTML,2018,23667
Shell,2018,22027
Swift,2018,15889
CSS,2018,13578
Kotlin,2018,11958
Objective-C,2018,11457
Scala,2018,10461
Vue,2018,7825
Rust,2018,7232
Dart,2018,6127
Lua,2018,5213
Jupyter Notebook,2018,4889
CoffeeScript,2018,3711
R,2018,3703
Dockerfile,2018,3641
Groovy,2018,3240
Perl,2018,3228
Emacs Lisp,2018,3036
Clojure,2018,3032
PowerShell,2018,3026
Haskell,2018,2948
Elixir,2018,2927
Vim script,2018,2356
DM,2018,2325
OCaml,2018,2213
Nix,2018,2040
Erlang,2018,1716
Vala,2018,1392
Makefile,2018,1260
F#,2018,1122
Pascal,2018,1022
PLpgSQL,2018,984
MATLAB,2018,983
TeX,2018,879
QML,2018,815
Julia,2018,808
D,2018,690
Elm,2018,671
Roff,2018,670
FreeMarker,2018,666
Smalltalk,2018,596
TSQL,2018,575
CMake,2018,572
Fortran,2018,515
Jsonnet,2018,474
Common Lisp,2018,468
Perl 6,2018,455
Visual Basic,2018,431
Crystal,2018,420
Assembly,2018,416
Raku,2018,393
ColdFusion,2018,386
Haxe,2018,382
GLSL,2018,368
Puppet,2018,366
Apex,2018,362
Matlab,2018,358
HCL,2018,355
SCSS,2018,353
SourcePawn,2018,334
XSLT,2018,328
RobotFramework,2018,325
PureScript,2018,318
Starlark,2018,314
Gherkin,2018,307
BitBake,2018,286
Standard ML,2018,283
PLSQL,2018,272
Jinja,2018,246
ABAP,2018,246
ActionScript,2018,242
AutoHotkey,2018,238
Nunjucks,2018,235
Scheme,2018,232
Uno,2018,208
SQF,2018,205
Batchfile,2018,190
Smarty,2018,188
Nim,2018,186
Objective-C++,2018,184
Cuda,2018,183
PostScript,2018,172
UnrealScript,2018,155
Awk,2018,148
API Blueprint,2018,148
GDScript,2018,139
Rich Text Format,2018,123
Tcl,2018,123
Visual Basic .NET,2018,120
Factor,2018,106
YAML,2018,105
Objective-J,2018,101
VBA,2018,101
Coq,2018,100
JavaScript,2018,179708
Python,2018,129638
Java,2018,120641
TypeScript,2018,72247
C++,2018,65900
PHP,2018,59258
Go,2018,57097
C#,2018,46690
C,2018,30556
Ruby,2018,26941
Shell,2018,17704
HTML,2018,17669
Swift,2018,12920
Objective-C,2018,10614
Kotlin,2018,9484
CSS,2018,8906
Dart,2018,7346
Scala,2018,7147
Vue,2018,6879
Rust,2018,5634
Lua,2018,4473
Jupyter Notebook,2018,4057
CoffeeScript,2018,3274
R,2018,2926
Groovy,2018,2888
Perl,2018,2814
Clojure,2018,2680
PowerShell,2018,2551
Haskell,2018,2394
Elixir,2018,2371
Emacs Lisp,2018,2235
OCaml,2018,2165
Nix,2018,2015
Vim script,2018,1877
Dockerfile,2018,1576
Erlang,2018,1476
DM,2018,1266
Makefile,2018,959
Vala,2018,907
F#,2018,830
PLpgSQL,2018,804
MATLAB,2018,750
TeX,2018,733
Pascal,2018,707
Perl 6,2018,692
Julia,2018,640
Jsonnet,2018,610
Roff,2018,576
Fortran,2018,510
TSQL,2018,480
D,2018,457
SCSS,2018,395
HCL,2018,387
FreeMarker,2018,379
Smalltalk,2018,373
Elm,2018,367
Crystal,2018,364
QML,2018,355
API Blueprint,2018,348
XSLT,2018,345
Raku,2018,344
Jinja,2018,317
PureScript,2018,315
Haxe,2018,312
Nunjucks,2018,309
PostScript,2018,309
CMake,2018,308
Starlark,2018,305
ABAP,2018,292
Nim,2018,271
PLSQL,2018,259
Matlab,2018,256
Common Lisp,2018,249
ColdFusion,2018,249
Apex,2018,244
AutoHotkey,2018,241
Visual Basic .NET,2018,241
GLSL,2018,239
Scheme,2018,238
Visual Basic,2018,222
SQF,2018,221
BitBake,2018,214
RobotFramework,2018,212
SourcePawn,2018,183
Assembly,2018,172
Standard ML,2018,162
Puppet,2018,150
Coq,2018,142
Smarty,2018,133
Gherkin,2018,121
Racket,2018,120
Cuda,2018,112
Meson,2018,108
JavaScript,2018,164650
Python,2018,122245
Java,2018,107205
C++,2018,70464
TypeScript,2018,70244
Go,2018,58367
PHP,2018,54535
C#,2018,42817
C,2018,29219
Ruby,2018,24473
Shell,2018,17374
HTML,2018,15587
Swift,2018,11499
Objective-C,2018,9369
Kotlin,2018,9052
CSS,2018,8037
Dart,2018,7443
Scala,2018,6641
Rust,2018,6175
Vue,2018,5717
Lua,2018,4608
Jupyter Notebook,2018,4004
CoffeeScript,2018,3085
Groovy,2018,2973
Perl,2018,2479
Clojure,2018,2427
R,2018,2412
Elixir,2018,2390
Emacs Lisp,2018,2277
Haskell,2018,2071
PowerShell,2018,2041
OCaml,2018,1809
Vim script,2018,1732
Dockerfile,2018,1363
Nix,2018,1363
Erlang,2018,1336
DM,2018,1188
Makefile,2018,974
Julia,2018,952
Vala,2018,909
PLpgSQL,2018,805
MATLAB,2018,736
F#,2018,674
Jsonnet,2018,649
TeX,2018,569
TSQL,2018,505
Roff,2018,498
Smalltalk,2018,466
Fortran,2018,443
Perl 6,2018,425
Raku,2018,423
Pascal,2018,422
D,2018,407
FreeMarker,2018,392
ABAP,2018,389
Elm,2018,383
Visual Basic,2018,353
Nunjucks,2018,348
Starlark,2018,342
CMake,2018,341
Haxe,2018,338
Common Lisp,2018,327
Nim,2018,305
Crystal,2018,302
ColdFusion,2018,302
PLSQL,2018,290
HCL,2018,272
XSLT,2018,265
SourcePawn,2018,248
SCSS,2018,247
Batchfile,2018,246
Puppet,2018,236
Visual Basic .NET,2018,226
PostScript,2018,220
Cuda,2018,205
PureScript,2018,199
QML,2018,199
Matlab,2018,199
Jinja,2018,195
BitBake,2018,192
RobotFramework,2018,190
Assembly,2018,171
AutoHotkey,2018,162
ASP,2018,157
Apex,2018,156
GLSL,2018,132
F*,2018,129
Scheme,2018,128
Twig,2018,123
Rich Text Format,2018,120
Racket,2018,117
API Blueprint,2018,109
1C Enterprise,2018,109
Gherkin,2018,107
JavaScript,2018,145448
Python,2018,109962
Java,2018,84452
TypeScript,2018,64603
Go,2018,53862
C++,2018,53595
PHP,2018,49835
C#,2018,41975
C,2018,26416
Ruby,2018,20729
Shell,2018,14868
HTML,2018,14819
Swift,2018,10555
Kotlin,2018,8676
Objective-C,2018,7738
Dart,2018,6971
CSS,2018,6970
Scala,2018,4973
Vue,2018,4835
Rust,2018,4335
Jupyter Notebook,2018,3767
Lua,2018,3494
Perl,2018,2512
Groovy,2018,2506
Clojure,2018,2374
R,2018,2221
Emacs Lisp,2018,2165
Elixir,2018,2153
Haskell,2018,2133
CoffeeScript,2018,2042
PowerShell,2018,1924
Nix,2018,1588
OCaml,2018,1463
Vim script,2018,1434
Dockerfile,2018,1204
Erlang,2018,1140
Vala,2018,1080
DM,2018,1067
Makefile,2018,877
Julia,2018,766
F#,2018,752
PLpgSQL,2018,698
Jsonnet,2018,581
MATLAB,2018,566
TeX,2018,521
Fortran,2018,493
Starlark,2018,426
Smalltalk,2018,414
TSQL,2018,391
Pascal,2018,383
CMake,2018,364
Haxe,2018,362
ColdFusion,2018,338
Perl 6,2018,337
Nunjucks,2018,337
Jinja,2018,331
Roff,2018,313
Raku,2018,303
Visual Basic,2018,289
ABAP,2018,260
XSLT,2018,249
SourcePawn,2018,246
Nim,2018,237
GLSL,2018,234
FreeMarker,2018,231
Elm,2018,231
D,2018,230
Apex,2018,216
Coq,2018,208
PLSQL,2018,201
Batchfile,2018,198
Common Lisp,2018,196
Crystal,2018,195
QML,2018,193
SCSS,2018,171
AutoHotkey,2018,170
Matlab,2018,163
HCL,2018,146
Visual Basic .NET,2018,141
Assembly,2018,136
PureScript,2018,136
PostScript,2018,130
BitBake,2018,128
Scheme,2018,123
Puppet,2018,122
Standard ML,2018,120
RobotFramework,2018,116
ASP,2018,114
SQF,2018,108
Cuda,2018,102
1C Enterprise,2018,100
JavaScript,2019,149656
Python,2019,127508
Java,2019,87987
TypeScript,2019,66750
Go,2019,61657
C++,2019,58115
PHP,2019,54344
C#,2019,45382
C,2019,30089
Ruby,2019,23416
Shell,2019,15932
HTML,2019,14470
Kotlin,2019,9572
Dart,2019,9203
Swift,2019,8877
Objective-C,2019,7670
CSS,2019,7448
Scala,2019,5446
Vue,2019,4965
Rust,2019,4876
Jupyter Notebook,2019,4499
Lua,2019,3875
R,2019,2748
Groovy,2019,2724
Perl,2019,2661
Elixir,2019,2444
Emacs Lisp,2019,2324
Clojure,2019,2035
Haskell,2019,2012
PowerShell,2019,1936
OCaml,2019,1892
Nix,2019,1793
CoffeeScript,2019,1698
Vim script,2019,1505
Dockerfile,2019,1293
Julia,2019,1033
Makefile,2019,844
Erlang,2019,797
MATLAB,2019,782
Jsonnet,2019,773
Vala,2019,773
DM,2019,762
F#,2019,719
Smalltalk,2019,653
PLpgSQL,2019,623
TeX,2019,551
Pascal,2019,494
Starlark,2019,478
Roff,2019,447
Nunjucks,2019,431
TSQL,2019,429
Jinja,2019,418
Fortran,2019,415
Haxe,2019,382
ColdFusion,2019,381
RobotFramework,2019,376
FreeMarker,2019,353
Perl 6,2019,349
ABAP,2019,340
CMake,2019,334
SourcePawn,2019,322
SCSS,2019,314
Coq,2019,312
Visual Basic,2019,302
PLSQL,2019,300
Raku,2019,283
XSLT,2019,276
AutoHotkey,2019,260
QML,2019,259
Common Lisp,2019,252
Assembly,2019,249
HCL,2019,235
D,2019,225
GLSL,2019,219
Visual Basic .NET,2019,198
Apex,2019,198
Nim,2019,190
PostScript,2019,169
ASP,2019,169
Cuda,2019,168
Elm,2019,164
Crystal,2019,160
Scheme,2019,151
Puppet,2019,148
BitBake,2019,148
SWIG,2019,129
Batchfile,2019,120
Standard ML,2019,115
Gherkin,2019,112
Rich Text Format,2019,112
PureScript,2019,111
UnrealScript,2019,106
JavaScript,2019,142693
Python,2019,116635
Java,2019,88263
TypeScript,2019,62411
Go,2019,61182
C++,2019,57253
PHP,2019,50655
C#,2019,43028
C,2019,27639
Ruby,2019,19395
Shell,2019,15360
HTML,2019,12942
Dart,2019,10153
Swift,2019,10030
Kotlin,2019,8676
Objective-C,2019,7975
CSS,2019,6106
Scala,2019,5782
Vue,2019,5424
Rust,2019,5240
Jupyter Notebook,2019,4606
Lua,2019,3719
Perl,2019,3015
Groovy,2019,2558
Elixir,2019,2501
R,2019,2429
Emacs Lisp,2019,2091
Haskell,2019,1881
PowerShell,2019,1818
OCaml,2019,1779
Vim script,2019,1595
Nix,2019,1505
CoffeeScript,2019,1483
Clojure,2019,1444
DM,2019,1175
Jsonnet,2019,1151
Dockerfile,2019,1142
Erlang,2019,932
F#,2019,828
Makefile,2019,805
Jinja,2019,753
Vala,2019,680
Smalltalk,2019,646
MATLAB,2019,639
PLpgSQL,2019,618
Julia,2019,608
TeX,2019,530
Starlark,2019,494
TSQL,2019,454
Fortran,2019,424
Perl 6,2019,374
Pascal,2019,371
CMake,2019,365
Haxe,2019,338
RobotFramework,2019,325
PLSQL,2019,315
SCSS,2019,311
HCL,2019,309
ColdFusion,2019,284
Nunjucks,2019,277
Raku,2019,272
Rich Text Format,2019,241
Common Lisp,2019,233
GLSL,2019,229
SourcePawn,2019,213
ABAP,2019,207
Roff,2019,203
Assembly,2019,203
Elm,2019,191
PostScript,2019,185
YAML,2019,178
D,2019,176
XSLT,2019,170
Coq,2019,163
Apex,2019,163
Cuda,2019,159
Nim,2019,157
Visual Basic .NET,2019,151
Matlab,2019,146
Crystal,2019,142
QML,2019,140
PureScript,2019,139
Scheme,2019,137
Puppet,2019,134
Standard ML,2019,129
xBase,2019,128
AutoHotkey,2019,128
Visual Basic,2019,121
Tcl,2019,121
Batchfile,2019,118
Smarty,2019,115
SaltStack,2019,104
UnrealScript,2019,100
JavaScript,2019,126962
Python,2019,108596
Java,2019,84650
TypeScript,2019,63144
Go,2019,62669
C++,2019,58385
PHP,2019,44764
C#,2019,41312
C,2019,27777
Ruby,2019,18069
HTML,2019,14474
Shell,2019,12842
Dart,2019,11877
Swift,2019,8128
Kotlin,2019,8067
Objective-C,2019,7793
CSS,2019,5656
Scala,2019,5404
Rust,2019,4745
Vue,2019,4735
Lua,2019,3840
Jupyter Notebook,2019,3578
Perl,2019,2520
Groovy,2019,2499
R,2019,2291
Emacs Lisp,2019,2093
DM,2019,1703
Haskell,2019,1698
Nix,2019,1626
OCaml,2019,1597
PowerShell,2019,1537
Elixir,2019,1439
CoffeeScript,2019,1352
Clojure,2019,1344
Vim script,2019,1188
Dockerfile,2019,1159
Jsonnet,2019,1011
Erlang,2019,986
Julia,2019,986
Makefile,2019,788
Starlark,2019,724
Smalltalk,2019,689
Vala,2019,658
F#,2019,626
MATLAB,2019,547
TeX,2019,484
PLpgSQL,2019,471
Nunjucks,2019,461
HCL,2019,428
Fortran,2019,427
Jinja,2019,402
TSQL,2019,374
Roff,2019,365
ActionScript,2019,365
CMake,2019,364
ColdFusion,2019,330
Pascal,2019,312
RobotFramework,2019,288
Perl 6,2019,271
SystemVerilog,2019,268
Haxe,2019,268
PostScript,2019,234
xBase,2019,231
PLSQL,2019,206
SCSS,2019,205
Rich Text Format,2019,204
Common Lisp,2019,201
XSLT,2019,200
Raku,2019,199
Nim,2019,188
ABAP,2019,187
GLSL,2019,186
Cuda,2019,178
QML,2019,176
Visual Basic .NET,2019,167
D,2019,167
Assembly,2019,160
Scheme,2019,156
Apex,2019,153
PureScript,2019,145
BitBake,2019,133
YAML,2019,123
Batchfile,2019,123
SourcePawn,2019,119
Elm,2019,118
Crystal,2019,113
Visual Basic,2019,108
AutoHotkey,2019,104
Puppet,2019,100
JavaScript,2019,116636
Python,2019,107953
Java,2019,80650
TypeScript,2019,63034
Go,2019,58892
C++,2019,56278
PHP,2019,44983
C#,2019,42645
C,2019,27855
Ruby,2019,17556
Dart,2019,16437
Shell,2019,12789
HTML,2019,11182
Swift,2019,7907
Kotlin,2019,7486
Objective-C,2019,7088
Rust,2019,5406
Scala,2019,4721
CSS,2019,4491
Jupyter Notebook,2019,4056
Vue,2019,3539
Lua,2019,3012
Perl,2019,2654
Emacs Lisp,2019,2361
Groovy,2019,2288
Nix,2019,1980
R,2019,1952
Haskell,2019,1604
DM,2019,1542
PowerShell,2019,1497
OCaml,2019,1412
Clojure,2019,1399
Dockerfile,2019,1277
Vim script,2019,1187
Elixir,2019,1106
CoffeeScript,2019,1089
Starlark,2019,920
Julia,2019,855
Makefile,2019,850
Erlang,2019,778
HCL,2019,733
Jsonnet,2019,718
F#,2019,596
Vala,2019,591
Nunjucks,2019,573
PLpgSQL,2019,530
MATLAB,2019,479
Smalltalk,2019,450
SystemVerilog,2019,422
Pascal,2019,376
TeX,2019,370
Jinja,2019,350
CMake,2019,324
ColdFusion,2019,320
Fortran,2019,309
TSQL,2019,280
Haxe,2019,276
XSLT,2019,242
Raku,2019,237
YAML,2019,235
Common Lisp,2019,228
ABAP,2019,228
SCSS,2019,224
Standard ML,2019,202
Nim,2019,198
Apex,2019,194
AutoHotkey,2019,194
D,2019,193
PLSQL,2019,172
BitBake,2019,171
xBase,2019,171
QML,2019,153
SourcePawn,2019,152
SWIG,2019,152
Crystal,2019,150
GLSL,2019,148
Assembly,2019,144
Visual Basic,2019,140
Roff,2019,139
Batchfile,2019,137
Visual Basic .NET,2019,130
Scheme,2019,116
Elm,2019,114
Cuda,2019,110
JavaScript,2020,113844
Python,2020,113350
Java,2020,79307
TypeScript,2020,63649
Go,2020,60657
C++,2020,57767
PHP,2020,46647
C#,2020,38893
C,2020,28949
Ruby,2020,17439
Dart,2020,15115
Shell,2020,12559
HTML,2020,11894
Kotlin,2020,8540
Swift,2020,7145
Objective-C,2020,5685
CSS,2020,5382
Rust,2020,5058
Scala,2020,4902
Jupyter Notebook,2020,4341
Lua,2020,4000
Perl,2020,2748
Vue,2020,2739
Emacs Lisp,2020,2686
Groovy,2020,2394
R,2020,2017
Nix,2020,1898
Elixir,2020,1649
Haskell,2020,1588
Dockerfile,2020,1536
Clojure,2020,1480
DM,2020,1346
OCaml,2020,1322
PowerShell,2020,1311
Vim script,2020,1256
CoffeeScript,2020,1132
Makefile,2020,1074
Vala,2020,761
Smalltalk,2020,673
Julia,2020,667
Erlang,2020,657
Jsonnet,2020,627
Nunjucks,2020,613
TSQL,2020,542
HCL,2020,539
Starlark,2020,526
F#,2020,516
MATLAB,2020,501
PLpgSQL,2020,483
SystemVerilog,2020,483
Jinja,2020,440
TeX,2020,415
SCSS,2020,402
Fortran,2020,390
ColdFusion,2020,359
Pascal,2020,337
CMake,2020,308
Raku,2020,264
Haxe,2020,256
Standard ML,2020,256
Nim,2020,208
PLSQL,2020,206
XSLT,2020,194
SourcePawn,2020,193
Assembly,2020,188
QML,2020,187
Common Lisp,2020,184
YAML,2020,176
AutoHotkey,2020,173
RobotFramework,2020,172
GLSL,2020,167
SWIG,2020,164
Crystal,2020,149
Visual Basic .NET,2020,146
Roff,2020,139
F*,2020,139
D,2020,135
xBase,2020,127
ABAP,2020,126
Elm,2020,125
Reason,2020,124
BitBake,2020,121
Scheme,2020,117
Puppet,2020,110
UnrealScript,2020,102
Python,2020,130779
JavaScript,2020,130010
Java,2020,95035
TypeScript,2020,71488
Go,2020,68285
C++,2020,67079
PHP,2020,51279
C,2020,41914
C#,2020,41858
Ruby,2020,17843
Dart,2020,17099
Shell,2020,14937
HTML,2020,12128
Kotlin,2020,11188
Swift,2020,7915
Objective-C,2020,6518
Rust,2020,5857
CSS,2020,5398
Jupyter Notebook,2020,5316
Scala,2020,5204
Lua,2020,4129
Vue,2020,3431
Groovy,2020,3037
Emacs Lisp,2020,2941
Perl,2020,2907
Nix,2020,2795
R,2020,2777
Elixir,2020,2017
Haskell,2020,1889
Vim script,2020,1519
Clojure,2020,1516
OCaml,2020,1492
PowerShell,2020,1453
CoffeeScript,2020,1315
Dockerfile,2020,1168
Smalltalk,2020,1110
Makefile,2020,1054
DM,2020,1043
Vala,2020,867
Erlang,2020,746
Nunjucks,2020,682
Julia,2020,678
F#,2020,624
Jsonnet,2020,620
SCSS,2020,616
Starlark,2020,612
Fortran,2020,605
MATLAB,2020,577
HCL,2020,560
SystemVerilog,2020,550
ColdFusion,2020,533
TeX,2020,481
Pawn,2020,460
Jinja,2020,453
PLpgSQL,2020,418
Pascal,2020,400
Haxe,2020,383
TSQL,2020,314
Roff,2020,288
SourcePawn,2020,276
Scheme,2020,272
YAML,2020,267
Common Lisp,2020,265
CMake,2020,259
Raku,2020,257
Nim,2020,245
Assembly,2020,239
Standard ML,2020,226
Elm,2020,213
XSLT,2020,211
GLSL,2020,211
BitBake,2020,209
ABAP,2020,208
Crystal,2020,207
CodeQL,2020,197
QML,2020,193
Reason,2020,182
D,2020,180
Visual Basic .NET,2020,165
xBase,2020,152
Apex,2020,146
SWIG,2020,144
Cuda,2020,136
PLSQL,2020,135
Batchfile,2020,120
AutoHotkey,2020,120
Verilog,2020,107
F*,2020,106
Tcl,2020,101
Python,2020,111855
JavaScript,2020,99493
Java,2020,81529
Go,2020,63712
TypeScript,2020,59676
C++,2020,56178
PHP,2020,40211
C#,2020,35531
C,2020,27170
Dart,2020,15461
Ruby,2020,15347
Shell,2020,11796
HTML,2020,9556
Kotlin,2020,8041
Swift,2020,6257
Objective-C,2020,5158
Rust,2020,4725
Scala,2020,4266
CSS,2020,4083
Jupyter Notebook,2020,4052
Lua,2020,3637
Groovy,2020,2737
Vue,2020,2661
Emacs Lisp,2020,2238
Perl,2020,2179
R,2020,2129
Nix,2020,1940
Clojure,2020,1534
Haskell,2020,1384
DM,2020,1253
OCaml,2020,1177
Vim script,2020,1175
PowerShell,2020,1152
Makefile,2020,1086
Dockerfile,2020,996
CoffeeScript,2020,969
Smalltalk,2020,857
Elixir,2020,744
Erlang,2020,728
Starlark,2020,659
SystemVerilog,2020,648
ColdFusion,2020,615
SCSS,2020,584
MATLAB,2020,561
HCL,2020,560
PLpgSQL,2020,508
Nunjucks,2020,506
Vala,2020,506
Jsonnet,2020,435
Fortran,2020,435
Julia,2020,410
Jinja,2020,400
TeX,2020,387
Pascal,2020,376
F#,2020,314
ABAP,2020,300
Roff,2020,289
Verilog,2020,254
Haxe,2020,250
Assembly,2020,228
CMake,2020,214
CodeQL,2020,190
Standard ML,2020,189
TSQL,2020,182
Visual Basic .NET,2020,182
AutoHotkey,2020,179
Common Lisp,2020,176
Puppet,2020,175
YAML,2020,173
xBase,2020,160
XSLT,2020,158
Raku,2020,157
Nim,2020,152
PLSQL,2020,145
Rich Text Format,2020,145
GLSL,2020,142
D,2020,136
QML,2020,136
BitBake,2020,133
SourcePawn,2020,128
Crystal,2020,116
Elm,2020,115
Scheme,2020,108
Pawn,2020,103
Cuda,2020,102
SWIG,2020,100
Python,2020,101529
JavaScript,2020,94999
Java,2020,71591
TypeScript,2020,59135
Go,2020,54036
C++,2020,53876
PHP,2020,41255
C#,2020,35668
C,2020,26721
Ruby,2020,15203
Dart,2020,13641
Shell,2020,11826
Jinja,2020,10757
HTML,2020,9764
Kotlin,2020,7717
Swift,2020,5523
Objective-C,2020,4829
Rust,2020,4512
Scala,2020,4334
Lua,2020,3879
CSS,2020,3859
Jupyter Notebook,2020,3359
Nix,2020,2684
Emacs Lisp,2020,2662
Vue,2020,2580
Perl,2020,2286
Groovy,2020,2125
R,2020,1639
Haskell,2020,1482
CoffeeScript,2020,1319
Elixir,2020,1302
DM,2020,1288
OCaml,2020,1214
PowerShell,2020,1107
Vim script,2020,1044
Clojure,2020,1001
Dockerfile,2020,993
Makefile,2020,962
Nunjucks,2020,794
Smalltalk,2020,790
Starlark,2020,781
Erlang,2020,749
F#,2020,718
SCSS,2020,636
SystemVerilog,2020,635
Vala,2020,624
MATLAB,2020,611
PLpgSQL,2020,574
Julia,2020,533
HCL,2020,498
ColdFusion,2020,392
Pascal,2020,391
TeX,2020,373
Fortran,2020,360
Jsonnet,2020,354
TSQL,2020,317
Assembly,2020,253
D,2020,234
Raku,2020,226
Nim,2020,220
Standard ML,2020,204
Verilog,2020,194
QML,2020,186
CodeQL,2020,181
Common Lisp,2020,178
AutoHotkey,2020,178
Visual Basic .NET,2020,177
PureScript,2020,172
XSLT,2020,172
CMake,2020,168
Cuda,2020,166
SourcePawn,2020,145
SWIG,2020,144
Haxe,2020,140
Pawn,2020,136
Rich Text Format,2020,121
Forth,2020,121
GLSL,2020,119
YAML,2020,119
Elm,2020,109
Smarty,2020,107
xBase,2020,104
Gherkin,2020,101
Python,2021,99287
JavaScript,2021,86877
Java,2021,68137
TypeScript,2021,54880
Go,2021,50603
C++,2021,50471
PHP,2021,37100
C#,2021,32956
C,2021,28092
Ruby,2021,16102
Dart,2021,13973
Shell,2021,11162
HTML,2021,8571
Kotlin,2021,5633
Swift,2021,4723
Rust,2021,4182
Scala,2021,3850
Objective-C,2021,3687
CSS,2021,3516
Jupyter Notebook,2021,3465
Lua,2021,2892
Emacs Lisp,2021,2207
Nix,2021,2142
Perl,2021,2121
Groovy,2021,1989
Vue,2021,1918
R,2021,1616
Haskell,2021,1349
DM,2021,1143
PowerShell,2021,1076
OCaml,2021,924
Vim script,2021,872
Clojure,2021,864
CoffeeScript,2021,856
Dockerfile,2021,841
Erlang,2021,839
Makefile,2021,783
Elixir,2021,773
Nunjucks,2021,752
Starlark,2021,738
SystemVerilog,2021,690
PLpgSQL,2021,678
ColdFusion,2021,618
F#,2021,570
HCL,2021,552
SCSS,2021,533
MATLAB,2021,509
Smalltalk,2021,505
Vala,2021,473
TeX,2021,432
Jsonnet,2021,418
Jinja,2021,398
Pascal,2021,374
Julia,2021,363
TSQL,2021,350
Fortran,2021,339
Nim,2021,308
Roff,2021,278
CodeQL,2021,255
Assembly,2021,250
Coq,2021,221
Visual Basic .NET,2021,208
CMake,2021,186
Verilog,2021,183
Common Lisp,2021,181
SourcePawn,2021,172
XSLT,2021,165
Standard ML,2021,153
Haxe,2021,149
AutoHotkey,2021,147
YAML,2021,131
D,2021,129
UnrealScript,2021,120
QML,2021,118
Raku,2021,115
Crystal,2021,113
SWIG,2021,103
Scheme,2021,103
GLSL,2021,101
Python,2021,85788
JavaScript,2021,73535
Java,2021,63982
TypeScript,2021,52747
Go,2021,44847
C++,2021,44739
PHP,2021,29955
C#,2021,26032
C,2021,23645
Ruby,2021,13470
Dart,2021,13126
Shell,2021,9207
HTML,2021,7067
Kotlin,2021,5046
Scala,2021,4143
Swift,2021,3938
Rust,2021,3688
Objective-C,2021,3133
Jupyter Notebook,2021,2940
CSS,2021,2613
Lua,2021,2591
Nix,2021,2066
Perl,2021,1839
Groovy,2021,1819
R,2021,1681
Emacs Lisp,2021,1627
Vue,2021,1325
OCaml,2021,1237
Haskell,2021,1185
Vim script,2021,964
DM,2021,887
Clojure,2021,847
PowerShell,2021,845
Erlang,2021,744
Starlark,2021,725
Dockerfile,2021,721
Makefile,2021,689
CoffeeScript,2021,668
Elixir,2021,667
SystemVerilog,2021,664
MATLAB,2021,571
HCL,2021,543
Smalltalk,2021,511
Nunjucks,2021,503
Vala,2021,489
SCSS,2021,462
Julia,2021,442
ColdFusion,2021,401
PLpgSQL,2021,390
Fortran,2021,361
Pascal,2021,348
TeX,2021,344
Jinja,2021,331
Jsonnet,2021,331
F#,2021,329
Assembly,2021,238
Nim,2021,233
xBase,2021,227
Visual Basic .NET,2021,211
TSQL,2021,210
Verilog,2021,204
CodeQL,2021,195
XSLT,2021,157
Cuda,2021,148
Common Lisp,2021,147
Raku,2021,140
YAML,2021,124
Standard ML,2021,121
QML,2021,115
SWIG,2021,112
CMake,2021,109
Coq,2021,108
D,2021,107
Python,2021,80105
JavaScript,2021,64938
Java,2021,55137
TypeScript,2021,47629
Go,2021,45439
C++,2021,41182
PHP,2021,28113
C#,2021,23952
C,2021,21624
Dart,2021,11041
Ruby,2021,10343
Shell,2021,8626
HTML,2021,6683
Kotlin,2021,4935
Swift,2021,3626
Objective-C,2021,3084
Rust,2021,3063
Scala,2021,2864
CSS,2021,2611
Jupyter Notebook,2021,2433
Lua,2021,2262
Nix,2021,1965
Groovy,2021,1775
Emacs Lisp,2021,1689
Perl,2021,1649
R,2021,1419
OCaml,2021,1214
Vue,2021,1098
Haskell,2021,1022
DM,2021,1001
Vim script,2021,878
Dockerfile,2021,781
Clojure,2021,713
Elixir,2021,654
SystemVerilog,2021,642
CoffeeScript,2021,611
Smalltalk,2021,604
PowerShell,2021,601
Erlang,2021,593
Makefile,2021,567
Vala,2021,554
ColdFusion,2021,546
Nunjucks,2021,536
Starlark,2021,514
F#,2021,496
SCSS,2021,484
PLpgSQL,2021,452
HCL,2021,375
MATLAB,2021,346
TeX,2021,318
Julia,2021,315
Pascal,2021,301
Jinja,2021,264
Assembly,2021,255
Fortran,2021,243
Visual Basic .NET,2021,228
CodeQL,2021,227
Jsonnet,2021,214
TSQL,2021,209
Verilog,2021,199
YAML,2021,152
xBase,2021,149
Standard ML,2021,148
Nim,2021,147
Haxe,2021,135
QML,2021,129
Common Lisp,2021,127
Cuda,2021,124
CMake,2021,118
Raku,2021,103
XSLT,2021,101
Python,2021,62837
JavaScript,2021,50087
Java,2021,41447
TypeScript,2021,35268
Go,2021,32074
C++,2021,32061
PHP,2021,22317
C#,2021,19238
C,2021,16907
Ruby,2021,8319
Shell,2021,8041
Dart,2021,7782
HTML,2021,5050
Kotlin,2021,3586
Swift,2021,2766
Rust,2021,2653
Objective-C,2021,2328
Scala,2021,2208
Jupyter Notebook,2021,1951
Nix,2021,1907
